Wavelength,UHP-T-405-EP,UHP-T-415-SR,UHP-T-425-SR,UHP-T-435-SR,UHP-T-450-EP,UHP-T-470-SR,UHP-T-475-SR,UHP-T-480-SR,UHP-T-488-SR,UHP-T-495-SR,UHP-T-520-EP,UHP-T-545-LA21,UHP-T-545-SR,UHP-T-596-LA21,UHP-T-620-SR,UHP-T-625-EP,UHP-T-630-EP,UHP-T-630-SR,UHP-T-650-EP,UHP-T-670-SR,UHP-T-730-SR
568.5,0.000456789,0.008918919,0,0.001911877,0,0,0.000457632,0.00364225,0.009281437,0.013991935,0.101,0.798074278,0.798074278,0.052631579,0.0053173,0.00688,0.00377,0.006854675,0.000978,0,0
569,0.000350984,0.009087838,0,0.001934866,0,0,0.000662231,0.003578295,0.009161677,0.013709677,0.0975,0.79274084,0.79274084,0.055921053,0.005762824,0.00732,0.00395,0.007148279,0.00102,0,0
569.5,0.000202917,0.009290541,0,0.00194636,0,0.000681267,0.000393053,0,0.009071856,0.013467742,0.0943,0.785406757,0.785406757,0.059210526,0.00629032,0.00769,0.00413,0.007500488,0.00103,0,0
570,8.48E-05,0.009527027,0,0.001977011,0,0,0.000133268,0,0.008982036,0.013266129,0.091,0.779338619,0.779338619,0.062828947,0.006709096,0.00812,0.00432,0.007871852,0.00101,0,0
570.5,0.000075532,0.009594595,0,0.002003831,0,0,0.00030998,0,0.008892216,0.013064516,0.0878,0.772693486,0.772693486,0.066776316,0.007068909,0.00857,0.00452,0.008199475,0.00107,0,0
571,9.41E-05,0.009695946,0,0.002049808,0,0,0.000701859,0,0.008832335,0.012862903,0.0847,0.766040279,0.766040279,0.071052632,0.007474455,0.00896,0.00473,0.008455913,0.00116,0,0
571.5,0.000111799,0.009628378,0,0.00210728,0,0,0.000912622,0,0.008712575,0.01266129,0.0818,0.76028755,0.76028755,0.075657895,0.007879137,0.00939,0.00493,0.008641738,0.00119,0,0
572,0.000175942,0.009662162,0,0.00216092,0,0,0.000861252,0,0.008562874,0.012419355,0.0789,0.754760883,0.754760883,0.080263158,0.008364353,0.00988,0.00514,0.008932196,0.00124,0,0
572.5,0.000230493,0.009527027,0,0.002199234,0,0,0.000157045,0,0.008443114,0.012298387,0.0762,0.747966119,0.747966119,0.085197368,0.008929527,0.0105,0.00535,0.009287265,0.00131,0,0
573,0.000229593,0.009391892,0,0.002222222,0,0,7.13E-05,0,0.008353293,0.012177419,0.0736,0.74198087,0.74198087,0.090789474,0.009517711,0.0112,0.00557,0.009705513,0.00132,0,0
573.5,0.000223898,0.009527027,0,0.002272031,0,0,0,0,0.008323353,0.012056452,0.0711,0.735990777,0.735990777,0.096710526,0.010034853,0.012,0.0058,0.010123762,0.00136,0,0
574,0.000207114,0.009695946,0,0.002329502,0,0,9.22E-05,0,0.008293413,0.012016129,0.0688,0.729072216,0.729072216,0.102960526,0.010539052,0.0127,0.00606,0.01058861,0.00139,0,0
574.5,0.000210111,0.009966216,0,0.002348659,0,0,6.52E-05,0,0.008233533,0.011854839,0.0666,0.722459916,0.722459916,0.109539474,0.011032034,0.0134,0.00634,0.011119783,0.00147,0,0
575,0.000212808,0.010067568,0,0.002386973,0,0,0.000453229,0,0.008203593,0.011733871,0.0646,0.715810476,0.715810476,0.116776316,0.011543136,0.014,0.00663,0.011680116,0.00161,0,0
575.5,0.000175642,0.010101351,0,0.00245977,0,0,0.000292955,0,0.008173653,0.011653226,0.0627,0.709364493,0.709364493,0.124342105,0.012213292,0.0145,0.00694,0.012245023,0.0017,0,0
576,7.64E-05,0.009966216,0,0.002524904,0,0,0.000696282,0,0.008113772,0.011572581,0.0608,0.703906721,0.703906721,0.132236842,0.012953627,0.0152,0.00727,0.012902271,0.00167,0,0
576.5,0,0.009763514,0,0.002532567,0,0,0.000828962,0,0.008023952,0.011451613,0.0589,0.698910222,0.698910222,0.140789474,0.013731066,0.0159,0.00761,0.013642139,0.00157,0,0
577,0,0.009527027,0,0.00259387,0,0,0.001086105,0,0.007934132,0.011330645,0.0571,0.692356051,0.692356051,0.15,0.01458645,0.0167,0.00798,0.014409453,0.00156,0,0
577.5,0,0.009459459,0,0.002639847,0,0,0.000738552,0,0.007874251,0.01125,0.0554,0.685263639,0.685263639,0.159539474,0.015506548,0.0175,0.00836,0.015109012,0.00156,0,0
578,0,0.009594595,0,0.002639847,0,0,0.000683953,0,0.007784431,0.011169355,0.0538,0.677520492,0.677520492,0.170065789,0.016451382,0.0184,0.00875,0.015804854,0.00163,0,0
578.5,0.000105205,0.009527027,0,0.002651341,0,0,0.00151086,0,0.007694611,0.011048387,0.0522,0.670808079,0.670808079,0.180921053,0.017467258,0.0194,0.00916,0.016503841,0.00175,0,0
579,0.000181037,0.009662162,0,0.002662835,0,0,0.002338942,0,0.007634731,0.011008065,0.0506,0.665430505,0.665430505,0.192763158,0.018530016,0.0204,0.00958,0.017275728,0.00178,0,0
579.5,0.000205615,0.009628378,0,0.002670498,0,0,0.00254677,0,0.00754491,0.010967742,0.0489,0.660450691,0.660450691,0.205263158,0.019607155,0.0214,0.01,0.018045043,0.00178,0,0
580,0.000214307,0.009763514,0,0.002643678,0,0,0.001771819,0,0.00742515,0.010887097,0.0472,0.655275496,0.655275496,0.21875,0.02075246,0.0224,0.0105,0.018835799,0.00184,0,0
580.5,0.000237686,0.009628378,0,0.002609195,0,0,0.001350587,0,0.007335329,0.010806452,0.0455,0.649814495,0.649814495,0.232894737,0.021932855,0.0236,0.011,0.019685733,0.0019,0,0
581,0.000267959,0.009527027,0,0.002563218,0,0,0.000766145,0,0.007215569,0.010725806,0.044,0.644111285,0.644111285,0.248026316,0.023104334,0.0248,0.0115,0.020702623,0.00208,0,0
581.5,0.000335998,0.009560811,0,0.002478927,0,0,0.000316145,0,0.007095808,0.010685484,0.0424,0.638306347,0.638306347,0.264144737,0.024381657,0.0263,0.0121,0.021816428,0.0023,0,0
582,0.000411829,0.009358108,0,0.002463602,0,0,0,0,0.007035928,0.010645161,0.041,0.631998691,0.631998691,0.280921053,0.02577029,0.0278,0.0127,0.022999131,0.00256,0,0
582.5,0.000458287,0.009324324,0,0.002471264,0,0,0,0,0.007005988,0.010604839,0.0396,0.625286277,0.625286277,0.299013158,0.027188259,0.0293,0.0133,0.024299047,0.00285,0,0
583,0.000475072,0.009391892,0,0.002494253,0,0,0,0,0.006916168,0.010524194,0.0384,0.618100211,0.618100211,0.318092105,0.028595875,0.0308,0.014,0.02567415,0.00312,0,0
583.5,0.000450195,0.009594595,0,0.002471264,0,0,0,0,0.006826347,0.010403226,0.0372,0.610062108,0.610062108,0.338815789,0.030131769,0.0324,0.0148,0.027089849,0.00325,0.000069,0
584,0.000419622,0.009594595,0,0.00235249,0,0,0.000359882,0,0.006706587,0.010241935,0.036,0.604135527,0.604135527,0.358552632,0.031837359,0.034,0.0155,0.028523273,0.00336,0.000069,0
584.5,0.000493955,0.00972973,0,0.002275862,0,0,0.00030998,0,0.006586826,0.010080645,0.035,0.598583025,0.598583025,0.381578947,0.033732779,0.0355,0.0163,0.030022164,0.00359,0.001037,0
585,0.000517634,0.009898649,0,0.002287356,0,0,0.000251272,0,0.006526946,0.01,0.0342,0.592182253,0.592182253,0.404605263,0.035734618,0.037,0.0172,0.031578518,0.00385,0.001313,0
585.5,0.000646218,0.010033784,0,0.002340996,0,0,0.000395988,0,0.006467066,0.01,0.0334,0.586699184,0.586699184,0.430921053,0.037696191,0.0388,0.018,0.033310976,0.00411,0.002073,0
586,0.000729244,0.010067568,0,0.002295019,0,0,0.000819569,0,0.006437126,0.009959677,0.0327,0.580183228,0.580183228,0.457236842,0.039732545,0.0408,0.019,0.035086317,0.00445,0.001797,0
586.5,0.000872515,0.010067568,0,0.002306513,0,0,0.000906751,0,0.006347305,0.009879032,0.032,0.572828154,0.572828154,0.483552632,0.041984614,0.0432,0.0199,0.036924553,0.00473,0.000898,0
587,0.000982216,0.010168919,0,0.002302682,0,0,0.000749706,0,0.006317365,0.00983871,0.0313,0.567739616,0.567739616,0.513157895,0.044343104,0.046,0.0209,0.038851413,0.00497,0.000484,0
587.5,0.001070636,0.010101351,0,0.002275862,0,0,0.000484638,0,0.006227545,0.009758065,0.0306,0.56000831,0.56000831,0.542763158,0.046747612,0.0491,0.022,0.040844026,0.00527,0,0
588,0.001136877,0.010135135,0,0.002283525,0,0,0,0,0.006167665,0.009677419,0.0298,0.555163058,0.555163058,0.572368421,0.049255664,0.0523,0.0231,0.042773745,0.0055,0.000138,0
588.5,0.001165651,0.010067568,0,0.002360153,0,0,0,0,0.006167665,0.009637097,0.0289,0.549307525,0.549307525,0.605263158,0.051956421,0.0557,0.0243,0.044792088,0.00579,0,0
589,0.001198621,0.009932432,0,0.002448276,0,0,0,0,0.006167665,0.009637097,0.0281,0.543469754,0.543469754,0.638157895,0.05469457,0.0592,0.0255,0.046927643,0.00609,0,0
589.5,0.00121121,0.009527027,0,0.002490421,0,0,0,0,0.006077844,0.009435484,0.0273,0.537612069,0.537612069,0.671052632,0.057510375,0.0626,0.0268,0.049168976,0.00643,0.000207,0
590,0.001094015,0.009290541,0,0.002501916,0,0,0,0,0.005988024,0.009274194,0.0266,0.531425517,0.531425517,0.703947368,0.060389458,0.0659,0.0281,0.051458909,0.00678,0.001589,0
590.5,0.001016385,0.009256757,0,0.002582375,0,0,0,0,0.005898204,0.009112903,0.0259,0.524977919,0.524977919,0.736842105,0.063357703,0.0694,0.0295,0.053917513,0.00708,0.000968,0
591,0.000867419,0.009155405,0,0.002643678,0,0,0,0,0.005808383,0.008991935,0.0251,0.51896199,0.51896199,0.769736842,0.06664233,0.0732,0.0309,0.056293212,0.00733,0.000829,0
591.5,0.000802378,0.008918919,0,0.002670498,0,0,0,0,0.005718563,0.00891129,0.0244,0.512672096,0.512672096,0.802631579,0.070021872,0.077,0.0325,0.058737522,0.00759,0.000622,0
592,0.0007781,0.008918919,0,0.002716475,0,0,0.000192564,0,0.005658683,0.008830645,0.0236,0.506589964,0.506589964,0.835526316,0.07353372,0.0813,0.0341,0.061301904,0.00788,0.001589,0
592.5,0.000768208,0.009189189,0,0.002743295,0,0,0.000277397,0,0.005658683,0.008790323,0.023,0.501117659,0.501117659,0.865131579,0.077221016,0.0859,0.0358,0.064032098,0.00831,0.002004,0
593,0.000758317,0.009290541,0,0.002766284,0,0,0,0,0.005628743,0.008709677,0.0224,0.496226656,0.496226656,0.894736842,0.081207438,0.0908,0.0376,0.066850917,0.00883,0.001866,0
593.5,0.000687881,0.009290541,0,0.002716475,0,0,0,0,0.005628743,0.008629032,0.0218,0.490647241,0.490647241,0.921052632,0.085403823,0.0955,0.0394,0.06985842,0.00941,0.002004,0
594,0.000664802,0.009391892,0,0.002662835,0.000028,0,0,0,0.005658683,0.008669355,0.0212,0.483746981,0.483746981,0.944078947,0.089767028,0.101,0.0414,0.072983134,0.00998,0.002073,0
594.5,0.000692377,0.009324324,0,0.002704981,0.0000653,0,0,0,0.005688623,0.008669355,0.0205,0.47745009,0.47745009,0.963815789,0.09437471,0.106,0.0434,0.076153591,0.0106,0.002833,0
595,0.000716055,0.009121622,0,0.002735632,0,0,0,0,0.005688623,0.008669355,0.0198,0.471361499,0.471361499,0.976973684,0.099106069,0.112,0.0456,0.079378365,0.0113,0.003525,0
595.5,0.000705265,0.008918919,0,0.002704981,0,0,0,0,0.005628743,0.00858871,0.0191,0.465857976,0.465857976,0.990131579,0.104064649,0.118,0.0478,0.082585987,0.0119,0.004008,0
596,0.000757118,0.008952703,0,0.002659004,0,0,7.78E-05,0,0.005598802,0.008467742,0.0185,0.461275924,0.461275924,0.996710526,0.109132524,0.126,0.0502,0.085827914,0.0127,0.004077,0
596.5,0.000819762,0.008986486,0,0.002628352,0,0,0.000299413,0,0.005538922,0.008306452,0.0178,0.455905347,0.455905347,1,0.114318324,0.134,0.0526,0.089269961,0.0135,0.003939,0
597,0.000805075,0.009121622,0,0.002524904,0,0,0,0,0.005568862,0.008225806,0.0173,0.450341003,0.450341003,0.996710526,0.119777363,0.142,0.0551,0.092857808,0.0143,0.004008,0
597.5,0.000786792,0.009256757,0,0.002444444,0,0,0,0,0.005598802,0.008185484,0.0168,0.444763203,0.444763203,0.990131579,0.125449242,0.149,0.0578,0.096431361,0.0151,0.006427,0
598,0.000697472,0.009324324,0,0.002398467,0,0,0,0,0.005628743,0.008145161,0.0164,0.437758524,0.437758524,0.976973684,0.131308074,0.155,0.0606,0.099919149,0.0159,0.007187,0
598.5,0.00062194,0.009256757,0,0.002383142,0,0,0,0,0.005628743,0.008145161,0.0158,0.432505284,0.432505284,0.963815789,0.137437269,0.163,0.0636,0.103509855,0.0166,0.007809,0
599,0.000586572,0.008986486,0,0.002302682,0,0,0,0,0.005598802,0.008104839,0.0153,0.426728335,0.426728335,0.940789474,0.143845457,0.172,0.0667,0.107189186,0.0172,0.007464,0
599.5,0.00046698,0.008885135,0,0.002226054,0,0,0,0,0.005628743,0.008145161,0.0149,0.421293707,0.421293707,0.917763158,0.150314044,0.182,0.0699,0.111142965,0.0179,0.007049,0
600,0.00034409,0.008648649,0,0.002195402,0,0,0,0,0.005688623,0.008225806,0.0145,0.415977493,0.415977493,0.891447368,0.156900556,0.193,0.0732,0.115336887,0.0186,0.007809,0
600.5,0.000283245,0.008581081,0,0.002153257,0,0,0,0,0.005748503,0.008266129,0.0141,0.410649975,0.410649975,0.858552632,0.16378907,0.205,0.0766,0.119842423,0.0194,0.007187,0
601,0.000253572,0.00875,0,0.002068966,0,0,0,0,0.005808383,0.008266129,0.0136,0.405461863,0.405461863,0.825657895,0.170838652,0.214,0.0802,0.124711032,0.0202,0.007464,0
601.5,0.000182835,0.00902027,0,0.001977011,0,0,0,0,0.005868263,0.008225806,0.0133,0.400704343,0.400704343,0.789473684,0.178244883,0.222,0.0839,0.129845513,0.0211,0.00774,0
602,0.000196623,0.009121622,0,0.001931034,0,0,0,0,0.005958084,0.008225806,0.0129,0.396347814,0.396347814,0.75,0.185875458,0.229,0.0879,0.135303043,0.022,0.008224,0
602.5,0.000179538,0.009155405,0,0.001885057,0,0,0,0,0.006017964,0.008225806,0.0125,0.390406701,0.390406701,0.710526316,0.193724624,0.236,0.092,0.141029305,0.0229,0.008224,0
603,0.000130982,0.009391892,0,0.001854406,0,0,0,0,0.006017964,0.008185484,0.012,0.384855275,0.384855275,0.667763158,0.20178663,0.245,0.0963,0.147112922,0.0239,0.008569,0
603.5,0.00013338,0.009560811,0,0.001785441,0,0,0,0,0.005988024,0.008145161,0.0116,0.380234469,0.380234469,0.628289474,0.210081609,0.255,0.101,0.153545318,0.0249,0.009675,0
604,0.000185233,0.009425676,0,0.001831418,0,0,0,0,0.005958084,0.008064516,0.0113,0.3759759,0.3759759,0.585526316,0.218652703,0.268,0.105,0.160223574,0.0261,0.011956,0
604.5,0.000259566,0.009290541,0,0.001873563,0,0,0.000146477,0,0.005928144,0.008024194,0.011,0.370959486,0.370959486,0.546052632,0.227531552,0.282,0.11,0.167110526,0.0274,0.012578,0
605,0.000419023,0.009493243,0,0.001900383,0,0,0,0,0.005898204,0.007983871,0.0107,0.365157239,0.365157239,0.503289474,0.236847584,0.295,0.115,0.174106114,0.0285,0.01244,0
605.5,0.000456789,0.009493243,0,0.001900383,0,0,0,0,0.005928144,0.007983871,0.0104,0.360575187,0.360575187,0.467105263,0.246655447,0.31,0.12,0.181210337,0.0297,0.012716,0
606,0.000483765,0.009662162,0,0.001846743,0,0,0,0,0.005928144,0.007943548,0.0101,0.355184157,0.355184157,0.427631579,0.256842969,0.324,0.126,0.188374597,0.0309,0.013753,0
606.5,0.000567989,0.009628378,0,0.001850575,0,0,0,0,0.005958084,0.007943548,0.00978,0.350870149,0.350870149,0.394736842,0.267536704,0.337,0.131,0.19557888,0.0319,0.01472,0
607,0.000696273,0.009864865,0,0.001938697,0,0,0.000192564,0,0.005988024,0.008024194,0.00939,0.344170115,0.344170115,0.361842105,0.278624479,0.349,0.137,0.202820328,0.033,0.014305,0
607.5,0.000764911,0.010101351,0,0.002022989,0,0,0,0,0.006017964,0.008024194,0.00905,0.33934693,0.33934693,0.332236842,0.290238599,0.364,0.143,0.209967435,0.0341,0.01472,0
608,0.000730442,0.010033784,0,0.002049808,0,0,0,0,0.006017964,0.007983871,0.00872,0.335295045,0.335295045,0.302631579,0.302232379,0.38,0.149,0.217160283,0.0354,0.015895,0
608.5,0.000664802,0.009966216,0,0.002072797,0,0,0,0,0.006017964,0.007943548,0.00839,0.330915372,0.330915372,0.276644737,0.314830162,0.397,0.156,0.224578979,0.0367,0.017001,0
609,0.000541313,0.009695946,0,0.002099617,0,0,0,0,0.006017964,0.007862903,0.00809,0.328162803,0.328162803,0.252302632,0.328031948,0.416,0.163,0.232292136,0.0381,0.017277,0
609.5,0.000368968,0.009527027,0,0.002126437,0,0,0,0,0.006047904,0.007822581,0.0077,0.322806221,0.322806221,0.230592105,0.341693928,0.439,0.17,0.240451273,0.0395,0.017968,0
610,0.000202318,0.009189189,0,0.002153257,0,0,0,0,0.006017964,0.007782258,0.00737,0.319891103,0.319891103,0.210197368,0.356103721,0.463,0.178,0.249302249,0.0409,0.020041,0
610.5,3.60E-06,0.008885135,0,0.002168582,0,0,0,0,0.006017964,0.007782258,0.00712,0.314269705,0.314269705,0.191776316,0.371117517,0.487,0.186,0.259019455,0.0427,0.021838,0
611,0,0.008851351,0,0.002183908,0,0,0,0,0.006017964,0.007822581,0.00681,0.310144082,0.310144082,0.175,0.386821603,0.509,0.194,0.269577161,0.0445,0.023981,0
611.5,0,0.008986486,0,0.002245211,0,0,0.000143248,0,0.006017964,0.007903226,0.00651,0.306362933,0.306362933,0.159539474,0.403129692,0.53,0.202,0.281043978,0.0465,0.02481,0
612,0,0.009155405,0,0.002329502,0.00000145,0,0.000083953,0,0.005988024,0.007903226,0.00626,0.302503201,0.302503201,0.145394737,0.420070546,0.55,0.211,0.293294119,0.0488,0.026123,0
612.5,0,0.009527027,0,0.002386973,0.000033,0,0,0,0.005928144,0.007822581,0.00613,0.299348028,0.299348028,0.132565789,0.437759214,0.57,0.221,0.306216087,0.0512,0.026952,0
613,0,0.009797297,0,0.002494253,0.000104,0,0,0,0.005838323,0.007782258,0.00594,0.29464218,0.29464218,0.120723684,0.456138172,0.591,0.231,0.319795589,0.0536,0.028127,0
613.5,1.05E-05,0.01,0,0.00259387,0.000116,0,0,0,0.005748503,0.007782258,0.00579,0.29044497,0.29044497,0.110197368,0.475207419,0.611,0.241,0.333746741,0.056,0.029026,0
614,0.00021161,0.010101351,0,0.002636015,0.0000636,0,0,0,0.005748503,0.007862903,0.00579,0.286403312,0.286403312,0.100657895,0.494966956,0.633,0.252,0.347840835,0.0585,0.029233,0
614.5,0.000370467,0.010135135,0,0.002570881,0.00000896,0,0,0,0.005748503,0.007943548,0.00572,0.282744344,0.282744344,0.091776316,0.515215447,0.655,0.263,0.362077871,0.061,0.029924,0
615,0.000518833,0.010236486,0,0.002547893,0.00000145,0,0,0,0.005718563,0.007943548,0.00567,0.279381409,0.279381409,0.083552632,0.53618299,0.677,0.275,0.376171965,0.0636,0.029993,0
615.5,0.000672595,0.010304054,0,0.00251341,0.0000176,0,0,0,0.005718563,0.007903226,0.00558,0.276306434,0.276306434,0.076315789,0.557725775,0.698,0.287,0.389808644,0.0662,0.030961,0
616,0.000743631,0.010371622,0,0.002490421,0.00000636,0,0,0,0.005718563,0.007943548,0.0055,0.272883216,0.272883216,0.069736842,0.579815038,0.721,0.3,0.403273792,0.0688,0.032066,0
616.5,0.000814067,0.010168919,0,0.002544061,0,0,0,0,0.005808383,0.008024194,0.00546,0.267942156,0.267942156,0.063815789,0.602479543,0.745,0.312,0.416710352,0.0716,0.033587,0
617,0.000868019,0.010033784,0,0.002532567,0,0,0,0,0.005808383,0.008104839,0.00552,0.264028062,0.264028062,0.058223684,0.625920623,0.767,0.325,0.430432796,0.0746,0.034692,0
617.5,0.000709761,0.009966216,0,0.002448276,0.0000225,0,0,0,0.005718563,0.008104839,0.0055,0.259175812,0.259175812,0.053289474,0.649879421,0.788,0.339,0.44452689,0.0777,0.035522,0
618,0.00053322,0.009695946,0,0.002409962,0.000076,0,0,0,0.005628743,0.008064516,0.00538,0.255090018,0.255090018,0.048684211,0.674355935,0.81,0.354,0.459278518,0.0809,0.037388,0
618.5,0.000497552,0.009391892,0,0.00240613,0.0000633,0,0,0,0.005538922,0.008024194,0.00515,0.250707653,0.250707653,0.044736842,0.699350167,0.829,0.368,0.474916387,0.0844,0.038977,0
619,0.000497852,0.009425676,0,0.002371648,0.0000763,0,0,0,0.005449102,0.007943548,0.00484,0.246928658,0.246928658,0.040789474,0.724603258,0.843,0.383,0.491754969,0.088,0.04112,0
619.5,0.000493656,0.009493243,0,0.002298851,0.0000425,0,0,0,0.005389222,0.007903226,0.00454,0.243786402,0.243786402,0.0375,0.750143969,0.859,0.399,0.509937208,0.0921,0.042916,0
620,0.000550904,0.009560811,0,0.002214559,0.0000321,0,0,0,0.005299401,0.007822581,0.00436,0.240106981,0.240106981,0.034539474,0.775799728,0.876,0.416,0.529577456,0.0966,0.046026,0
620.5,0.000608452,0.009527027,0,0.002164751,0.00000838,0,0,0,0.005239521,0.007741935,0.00425,0.236839853,0.236839853,0.031809211,0.801282915,0.891,0.433,0.550961599,0.101,0.048929,0
621,0.000707963,0.009493243,0,0.002103448,0,0,0,0,0.005149701,0.007620968,0.00409,0.233354737,0.233354737,0.029309211,0.826277146,0.907,0.45,0.573746574,0.106,0.051693,0
621.5,0.000796983,0.009256757,0,0.00205364,0,0,0,0,0.00505988,0.0075,0.00395,0.231148484,0.231148484,0.027039474,0.850667375,0.924,0.468,0.597760852,0.112,0.053214,0
622,0.00079998,0.00902027,0,0.001992337,0,0,0,0,0.00497006,0.007379032,0.0038,0.227933566,0.227933566,0.024967105,0.874223503,0.942,0.486,0.622689959,0.117,0.053905,0
622.5,0.000887201,0.008783784,0,0.001965517,0,0,0,0,0.00494012,0.007379032,0.00361,0.224658903,0.224658903,0.023059211,0.89662915,0.959,0.505,0.648305188,0.122,0.055287,0
623,0.001007993,0.008716216,0,0.001888889,0,0,0,0,0.00494012,0.007459677,0.00347,0.221158716,0.221158716,0.021315789,0.917941837,0.973,0.524,0.67460654,0.128,0.058051,0
623.5,0.001047257,0.008783784,0,0.001773946,0,0,0,0,0.00497006,0.007459677,0.00344,0.21707077,0.21707077,0.019638158,0.937672612,0.987,0.544,0.700993656,0.134,0.060124,0
624,0.000934858,0.009087838,0,0.001712644,0,0,0,0,0.00502994,0.007459677,0.00344,0.213711064,0.213711064,0.018157895,0.955390042,0.997,0.563,0.727009124,0.14,0.062198,0
624.5,0.000843141,0.009391892,0,0.001724138,0,0,0,0,0.005,0.007379032,0.00342,0.209106944,0.209106944,0.016875,0.970864031,1,0.583,0.752338469,0.145,0.064271,0
625,0.000731941,0.009763514,0,0.001716475,0,0,0,0,0.00497006,0.007298387,0.0033,0.205537862,0.205537862,0.015690789,0.983289242,0.997,0.604,0.776867338,0.151,0.066344,0
625.5,0.000589869,0.009695946,0,0.001704981,0,0,0,0,0.00494012,0.007298387,0.00322,0.200579041,0.200579041,0.014638158,0.992579388,0.994,0.625,0.800052551,0.157,0.070491,0
626,0.000437306,0.009425676,0,0.001712644,0,0,0,0,0.004850299,0.007298387,0.00317,0.196573445,0.196573445,0.013684211,0.9983318,0.988,0.646,0.821922697,0.163,0.073255,0
626.5,0.000394445,0.009054054,0,0.001724138,0,0,0,0,0.004790419,0.007258065,0.00308,0.193031276,0.193031276,0.012796053,1,0.979,0.667,0.842534952,0.168,0.07671,0
627,0.000385153,0.008885135,0,0.001701149,0,0,0.000314383,0,0.004670659,0.007096774,0.00286,0.189198456,0.189198456,0.011940789,0.997670273,0.967,0.688,0.861746374,0.175,0.080166,0
627.5,0.000425617,0.008682432,0,0.001678161,0,0,0,0,0.004640719,0.006935484,0.00271,0.185478667,0.185478667,0.011151316,0.99050852,0.956,0.71,0.879728493,0.181,0.084312,0
628,0.000464282,0.008682432,0,0.001712644,0,0,0,0,0.004640719,0.006854839,0.00266,0.181306754,0.181306754,0.010460526,0.97865855,0.943,0.732,0.896595665,0.188,0.087768,0
628.5,0.000462484,0.008986486,0,0.001754789,0,0,0,0,0.004670659,0.006854839,0.00256,0.177847474,0.177847474,0.009868421,0.961947792,0.92,0.753,0.91283389,0.196,0.091223,0
629,0.000418423,0.009358108,0,0.001766284,0,0,0,0,0.004700599,0.006814516,0.00254,0.174018422,0.174018422,0.009309211,0.940031101,0.892,0.775,0.928357405,0.205,0.09537,0
629.5,0.000510141,0.009391892,0,0.001789272,0,0,0,0,0.004730539,0.006854839,0.00258,0.169981608,0.169981608,0.008782895,0.913627528,0.862,0.797,0.943051856,0.214,0.098825,0
630,0.000612049,0.009290541,0,0.001896552,0,0,0,0,0.004730539,0.006895161,0.00256,0.166033066,0.166033066,0.008355263,0.882650788,0.831,0.817,0.956745712,0.223,0.102972,0
630.5,0.000746328,0.009121622,0,0.001954023,0,0,0,0,0.004730539,0.006895161,0.00248,0.16275033,0.16275033,0.007927632,0.847877455,0.798,0.838,0.969038735,0.233,0.106427,0
631,0.000915975,0.00875,0,0.001961686,0,0,0,0,0.004760479,0.006935484,0.00227,0.159911642,0.159911642,0.007467105,0.810256678,0.759,0.857,0.979816572,0.244,0.111265,0
631.5,0.000945349,0.008310811,0,0.001984674,0,0,0,0,0.004790419,0.006975806,0.00219,0.15600616,0.15600616,0.007072368,0.770047315,0.72,0.876,0.988821926,0.254,0.11472,0
632,0.000934559,0.008175676,0,0.002019157,0,0,0,0,0.004820359,0.006975806,0.00224,0.153630899,0.153630899,0.006677632,0.728169753,0.681,0.894,0.995368675,0.265,0.118176,0
632.5,0.000907583,0.008277027,0,0.002042146,0,0,0,0,0.004820359,0.006975806,0.00233,0.149014937,0.149014937,0.006315789,0.68502666,0.639,0.91,0.999313878,0.275,0.122322,0
633,0.000879408,0.008175676,0,0.002057471,0,0,0,0,0.004850299,0.006935484,0.00236,0.145835542,0.145835542,0.005921053,0.641279564,0.597,0.926,1,0.285,0.126469,0
633.5,0.000841043,0.008412162,0,0.002068966,0,0,0,0,0.004820359,0.006895161,0.00238,0.142310059,0.142310059,0.005592105,0.597618754,0.557,0.94,0.996455035,0.295,0.131997,0.000325927
634,0.000803577,0.008783784,0,0.002022989,0,0,0,0,0.004820359,0.006895161,0.00235,0.139223242,0.139223242,0.005230263,0.554676996,0.519,0.953,0.988821926,0.304,0.137526,0.000518609
634.5,0.00084464,0.009121622,0,0.002003831,0,0,0,0,0.004790419,0.006854839,0.00226,0.137012144,0.137012144,0.004934211,0.51302953,0.48,0.966,0.976471726,0.313,0.143055,0.001092083
635,0.000783794,0.009155405,0,0.002015326,0,0,0,0,0.004790419,0.006814516,0.00224,0.134623965,0.134623965,0.004671053,0.473107789,0.443,0.976,0.95914714,0.322,0.151348,0.001401681
635.5,0.000630333,0.009324324,0,0.002049808,0,0,0,0,0.004760479,0.006733871,0.00236,0.132715898,0.132715898,0.004407895,0.435544536,0.409,0.986,0.937048287,0.331,0.157567,0.001807946
636,0.000462484,0.009459459,0,0.002114943,0,0,0,0,0.004760479,0.006653226,0.00258,0.129891743,0.129891743,0.004177632,0.399994627,0.375,0.993,0.909832106,0.341,0.164478,0.002139751
636.5,0.000269757,0.009560811,0,0.002145594,0,0,0,0,0.004790419,0.006612903,0.00265,0.127941155,0.127941155,0.003914474,0.366630635,0.344,0.998,0.878299072,0.352,0.170698,0.002530994
637,0.0001106,0.009493243,0,0.00216092,0,0,0,0,0.004790419,0.006612903,0.00257,0.125439945,0.125439945,0.003618421,0.335653895,0.315,1,0.84293519,0.363,0.176918,0.002872597
